2018-02-28T13:46:25.523+0800 I CONTROL  [initandlisten] MongoDB starting : pid=29045 port=27003 dbpath=/usr/local/mongo-cluster-sharding/shards/node3/data/db 64-bit host=kieren.local
2018-02-28T14:04:11.820+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "set1", version: 1, protocolVersion: 1, members: [ { _id: 1, host: "127.0.0.1:27001", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "127.0.0.1:27002", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 3, host: "127.0.0.1:27003", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 60000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('5a9646597ba5c33fc250a1db') } }
2018-02-28T14:04:11.820+0800 I REPL     [ReplicationExecutor] This node is 127.0.0.1:27003 in the config
2018-02-28T14:04:11.820+0800 I REPL     [ReplicationExecutor] transition to STARTUP2
2018-02-28T14:04:11.821+0800 I REPL     [ReplicationExecutor] Member 127.0.0.1:27002 is now in state STARTUP2
2018-02-28T14:04:11.821+0800 I REPL     [ReplicationExecutor] Member 127.0.0.1:27001 is now in state SECONDARY
2018-02-28T14:04:11.916+0800 I REPL     [replication-0] sync source candidate: 127.0.0.1:27001
2018-02-28T14:04:11.916+0800 I STORAGE  [replication-0] dropAllDatabasesExceptLocal 1
2018-02-28T14:04:11.916+0800 I REPL     [replication-0] ******
2018-02-28T14:04:11.916+0800 I REPL     [replication-0] creating replication oplog of size: 192MB...
2018-02-28T14:04:11.956+0800 I STORAGE  [replication-0] Starting WiredTigerRecordStoreThread local.oplog.rs
2018-02-28T14:04:11.956+0800 I STORAGE  [replication-0] The size storer reports that the oplog contains 0 records totaling to 0 bytes
2018-02-28T14:04:11.956+0800 I STORAGE  [replication-0] Scanning the oplog to determine where to place markers for truncation
2018-02-28T14:04:12.153+0800 I REPL     [replication-0] ******
2018-02-28T14:04:12.153+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T14:04:12.154+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to 127.0.0.1:27001, took 1ms (1 connections now open to 127.0.0.1:27001)
2018-02-28T14:04:12.156+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T14:04:12.157+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to 127.0.0.1:27001, took 1ms (2 connections now open to 127.0.0.1:27001)
2018-02-28T14:04:12.160+0800 I REPL     [replication-1] CollectionCloner::start called, on ns:admin.system.version
2018-02-28T14:04:12.231+0800 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 2, key: { version: 1 }, name: "incompatible_with_version_32", ns: "admin.system.version" }
2018-02-28T14:04:12.231+0800 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2018-02-28T14:04:12.262+0800 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 1, key: { _id: 1 }, name: "_id_", ns: "admin.system.version" }
2018-02-28T14:04:12.262+0800 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2018-02-28T14:04:12.262+0800 I COMMAND  [InitialSyncInserters-admin.system.version0] setting featureCompatibilityVersion to 3.4
2018-02-28T14:04:12.293+0800 I REPL     [replication-1] No need to apply operations. (currently at { : Timestamp 1519797849000|1 })
2018-02-28T14:04:12.293+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host 127.0.0.1:27001 due to bad connection status; 1 connections to that host remain open
2018-02-28T14:04:12.293+0800 I REPL     [replication-1] Finished fetching oplog during initial sync: CallbackCanceled: Callback canceled. Last fetched optime and hash: { ts: Timestamp 1519797849000|1, t: -1 }[2921687017911330645]
2018-02-28T14:04:12.293+0800 I REPL     [replication-1] Initial sync attempt finishing up.
2018-02-28T14:04:12.293+0800 I REPL     [replication-1] Initial Sync Attempt Statistics: { failedInitialSyncAttempts: 0, maxFailedInitialSyncAttempts: 10, initialSyncStart: new Date(1519797851820), initialSyncAttempts: [], fetchedMissingDocs: 0, appliedOps: 0, initialSyncOplogStart: Timestamp 1519797849000|1, initialSyncOplogEnd: Timestamp 1519797849000|1, databases: { databasesCloned: 1, admin: { collections: 1, clonedCollections: 1, start: new Date(1519797852158), end: new Date(1519797852293), elapsedMillis: 135, admin.system.version: { documentsToCopy: 1, documentsCopied: 1, indexes: 2, fetchedBatches: 1, start: new Date(1519797852160), end: new Date(1519797852293), elapsedMillis: 133 } } } }
2018-02-28T14:04:12.359+0800 I REPL     [replication-1] initial sync done; took 0s.
2018-02-28T14:04:12.359+0800 I REPL     [replication-1] Starting replication fetcher thread
2018-02-28T14:04:12.359+0800 I REPL     [replication-1] Starting replication applier thread
2018-02-28T14:04:12.359+0800 I REPL     [replication-1] Starting replication reporter thread
2018-02-28T14:04:12.359+0800 I REPL     [rsSync] transition to RECOVERING
2018-02-28T14:04:12.359+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2018-02-28T14:04:12.359+0800 I REPL     [rsSync] transition to SECONDARY
2018-02-28T14:04:12.359+0800 I REPL     [ReplicationExecutor] Member 127.0.0.1:27002 is now in state SECONDARY
2018-02-28T14:04:21.086+0800 I COMMAND  [conn2] command local.replset.election command: replSetRequestVotes { replSetRequestVotes: 1, setName: "set1", dryRun: false, term: 1, candidateIndex: 0, configVersion: 1, lastCommittedOp: { ts: Timestamp 1519797849000|1, t: -1 } } numYields:0 reslen:63 locks:{ Global: { acquireCount: { r: 4, w: 2 } }, Database: { acquireCount: { r: 1, W: 2 } }, Collection: { acquireCount: { r: 1 } } } protocol:op_command 127ms
2018-02-28T14:04:21.087+0800 I -        [conn2] end connection 127.0.0.1:64603 (2 connections now open)
2018-02-28T14:04:21.087+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64633 #5 (2 connections now open)
2018-02-28T14:04:21.087+0800 I NETWORK  [conn5] received client metadata from 127.0.0.1:64633 conn5: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T14:04:22.366+0800 I REPL     [ReplicationExecutor] Member 127.0.0.1:27001 is now in state PRIMARY
2018-02-28T14:04:27.414+0800 I REPL     [rsBackgroundSync] sync source candidate: 127.0.0.1:27001
2018-02-28T14:04:27.415+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T14:04:27.416+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to 127.0.0.1:27001, took 1ms (2 connections now open to 127.0.0.1:27001)
2018-02-28T14:17:24.246+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:49655 #6 (3 connections now open)
2018-02-28T14:17:24.246+0800 I -        [conn6] end connection 127.0.0.1:49655 (3 connections now open)
2018-02-28T14:17:24.247+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:49657 #7 (3 connections now open)
2018-02-28T14:17:24.247+0800 I NETWORK  [conn7] received client metadata from 127.0.0.1:49657 conn7: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T14:17:24.248+0800 I REPL     [conn7] replSet set names do not match, ours: set1; remote node's: configset
2018-02-28T14:22:24.251+0800 I -        [conn7] end connection 127.0.0.1:49657 (3 connections now open)
2018-02-28T14:24:16.713+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:50406 #8 (3 connections now open)
2018-02-28T14:24:16.714+0800 I NETWORK  [conn8] received client metadata from 127.0.0.1:50406 conn8: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T14:24:17.026+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:50409 #9 (4 connections now open)
2018-02-28T14:24:17.027+0800 I NETWORK  [conn9] received client metadata from 127.0.0.1:50409 conn9: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T14:24:20.451+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:50417 #10 (5 connections now open)
2018-02-28T14:24:20.452+0800 I NETWORK  [conn10] received client metadata from 127.0.0.1:50417 conn10: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T14:24:45.370+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:50480 #11 (6 connections now open)
2018-02-28T14:24:45.370+0800 I NETWORK  [conn11] received client metadata from 127.0.0.1:50480 conn11: { driver: { name: "MongoDB Internal Client", version: "3.4.7" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "15.3.0" } }
2018-02-28T16:25:20.218+0800 I -        [conn5] end connection 127.0.0.1:64633 (6 connections now open)
2018-02-28T16:25:20.218+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host 127.0.0.1:27001 due to bad connection status; 1 connections to that host remain open
2018-02-28T16:25:20.218+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to close stream: Socket is not connected
2018-02-28T16:25:20.218+0800 I REPL     [replication-0] Restarting oplog query due to error: HostUnreachable: End of file. Last fetched optime (with hash): { ts: Timestamp 1519806316000|1, t: 1 }[-6736424381264460183]. Restarts remaining: 3
2018-02-28T16:25:20.219+0800 I ASIO     [replication-0] dropping unhealthy pooled connection to 127.0.0.1:27001
2018-02-28T16:25:20.219+0800 I ASIO     [replication-0] after drop, pool was empty, going to spawn some connections
2018-02-28T16:25:20.219+0800 I ASIO     [replication-0] Failed to close stream: Socket is not connected
2018-02-28T16:25:20.219+0800 I REPL     [replication-0] Scheduled new oplog query Fetcher source: 127.0.0.1:27001 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 27092 -- target:127.0.0.1:27001 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:25:20.219+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.219+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.219+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.219+0800 I REPL     [replication-1] Restarting oplog query due to error: HostUnreachable: Connection refused. Last fetched optime (with hash): { ts: Timestamp 1519806316000|1, t: 1 }[-6736424381264460183]. Restarts remaining: 2
2018-02-28T16:25:20.219+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.219+0800 I REPL     [replication-1] Scheduled new oplog query Fetcher source: 127.0.0.1:27001 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 27094 -- target:127.0.0.1:27001 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.220+0800 I REPL     [replication-0] Restarting oplog query due to error: HostUnreachable: Connection refused. Last fetched optime (with hash): { ts: Timestamp 1519806316000|1, t: 1 }[-6736424381264460183]. Restarts remaining: 1
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.220+0800 I REPL     [replication-0] Scheduled new oplog query Fetcher source: 127.0.0.1:27001 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 27096 -- target:127.0.0.1:27001 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1519806316000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.220+0800 I REPL     [replication-1] Error returned from oplog query (no more query restarts left): HostUnreachable: Connection refused
2018-02-28T16:25:20.220+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: HostUnreachable: Connection refused
2018-02-28T16:25:20.220+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2018-02-28T16:25:20.220+0800 I ASIO     [ReplicationExecutor] dropping unhealthy pooled connection to 127.0.0.1:27001
2018-02-28T16:25:20.220+0800 I ASIO     [ReplicationExecutor] after drop, pool was empty, going to spawn some connections
2018-02-28T16:25:20.220+0800 I ASIO     [ReplicationExecutor] Failed to close stream: Socket is not connected
2018-02-28T16:25:20.220+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.221+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.221+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:20.221+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:20.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:20.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:20.222+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:21.136+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to 127.0.0.1:27001: InvalidSyncSource: Sync source was cleared. Was 127.0.0.1:27001
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:25.222+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:25.222+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:25.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:25.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:25.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:25.223+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:26.473+0800 I -        [conn4] end connection 127.0.0.1:64614 (5 connections now open)
2018-02-28T16:25:28.799+0800 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2018-02-28T16:25:28.799+0800 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2018-02-28T16:25:28.799+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:28.799+0800 I ASIO     [ReplicationExecutor] dropping unhealthy pooled connection to 127.0.0.1:27002
2018-02-28T16:25:28.799+0800 I ASIO     [ReplicationExecutor] after drop, pool was empty, going to spawn some connections
2018-02-28T16:25:28.799+0800 I ASIO     [ReplicationExecutor] Failed to close stream: Socket is not connected
2018-02-28T16:25:28.799+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27002
2018-02-28T16:25:28.800+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:28.800+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:28.800+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27002 - HostUnreachable: Connection refused
2018-02-28T16:25:28.800+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27002 due to failed operation on a connection
2018-02-28T16:25:28.800+0800 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) failed to receive response from 127.0.0.1:27001: HostUnreachable: Connection refused
2018-02-28T16:25:28.800+0800 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) failed to receive response from 127.0.0.1:27002: HostUnreachable: Connection refused
2018-02-28T16:25:28.800+0800 I REPL     [ReplicationExecutor] not running for primary, we received insufficient votes
2018-02-28T16:25:30.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27002
2018-02-28T16:25:30.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27002 - HostUnreachable: Connection refused
2018-02-28T16:25:30.222+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27002 due to failed operation on a connection
2018-02-28T16:25:30.222+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27002; HostUnreachable: Connection refused
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27002
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27002 - HostUnreachable: Connection refused
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27002 due to failed operation on a connection
2018-02-28T16:25:30.223+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27002; HostUnreachable: Connection refused
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27001 - HostUnreachable: Connection refused
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27001 due to failed operation on a connection
2018-02-28T16:25:30.223+0800 I REPL     [ReplicationExecutor] Error in heartbeat request to 127.0.0.1:27001; HostUnreachable: Connection refused
2018-02-28T16:25:30.223+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27002
2018-02-28T16:25:30.224+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to 127.0.0.1:27001
2018-02-28T16:25:30.224+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to 127.0.0.1:27002 - HostUnreachable: Connection refused
2018-02-28T16:25:30.224+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Dropping all pooled connections to 127.0.0.1:27002 due to failed operation on a connection
